Own,Res,PolyNm,PolyPr,Mxpolypr ,TotOwn,AvParcl
RR,0,1,1.016995588,1.017,4053.334,171.498
IND,0,4,0.252455927,0.2805,90.0248,135.059
IND,0,1,0.993317521,0.99331,366.9356,329.303
IND,0,2,0.50270133,0.74172,366.9356,229.911
IND,0,3,0.334013085,0.51662,130.5195,100.485
IND,0,2,0.501340041,0.75389,458.3019,247.967
IND,0,1,0.995862668,0.99586,458.3019,458.302
IND,0,1,1.009067109,1.00907,458.3019,458.302
RR,0,2,0.499220396,0.74683,1334.787,287.635
IND,0,1,1.006003448,1.006,151.1489,151.149
IND,0,1,0.976815466,0.97681,156.4788,156.479
IND,0,2,0.504625265,0.74634,242.9864,143.497
IND,0,2,0.503265704,0.73859,242.9864,142.907
IND,0,2,0.500901445,0.77062,127.6332,82.9608
IND,0,4,0.250642196,0.27015,46.0002,42.678
IND,0,4,0.253089271,0.25604,43.3563,42.855
RR,0,1,1.009091495,1.00909,841.5028,355.503
IND,0,2,0.503540609,0.75102,121.7559,81.6335
IND,0,2,0.500809527,0.75973,124.9133,240.208
RR,0,1,1.010163724,1.01016,841.5028,355.503
RR,0,1,1.02138192,1.02138,4053.334,486.375
RR,0,1,1.014566932,1.01457,4053.334,486.375
RR,0,1,1.003840915,1.00384,4053.334,486.375
RR,0,1,1.005621177,1.00562,841.5028,486
RR,0,2,0.510217477,0.75895,4053.334,80.6112
RR,0,1,1.025178589,1.02518,841.5028,486
RR,0,1,1.024827361,1.02483,841.5028,486
RR,0,2,0.514417712,0.78839,4053.334,297.462
RR,0,1,0.97027094,0.97026,4053.334,396.251
RR,0,2,0.498724986,0.74999,4053.334,217.96
IND,0,1,1.002838645,1.00284,198.6722,198.672
IND,0,2,0.495803794,0.50574,114.8322,154.049
IND,0,2,0.509582869,0.54231,164.0942,156.741
IND,0,2,0.509583796,0.52479,164.0942,156.741
IND,0,2,0.494996729,0.75636,193.2654,154.049
RR,0,1,0.978920034,0.97892,4053.334,313.794
IND,0,4,0.250005729,0.25952,40.7733,39.2774
IND,0,2,0.500018507,0.5008,78.4736,78.3503
RR,0,1,1.00728438,1.00728,4053.334,313.794
IND,0,3,0.333548001,0.50201,79.5893,52.8807
IND,0,4,0.249829945,0.25103,39.2665,44.4356
IND,0,4,0.249840054,0.36723,58.6618,49.7026
IND,0,4,0.249996579,0.25835,41.532,40.1881
IND,0,3,0.332693191,0.50326,80.0062,52.8899
IND,0,4,0.248814626,0.26003,40.4085,38.6643
IND,0,2,0.500874282,0.50402,78.2308,77.7422
IND,0,3,0.333018125,0.5032,79.1817,52.4024
IND,0,3,0.33545083,0.4803,76.3875,53.3501
IND,0,1,0.998360068,0.99836,144.8902,144.89
IND,0,3,0.333833876,0.50498,75.8671,50.1542
IND,0,1,1.00015419,1.00015,162.1629,162.163
IND,0,3,0.331738002,0.64391,103.2343,53.1849
IND,0,2,0.502853754,0.53085,80.1194,75.8927
IND,0,2,0.497835127,0.52251,78.7801,75.0591
IND,0,3,0.33300184,0.50404,80.7909,53.3752
IND,0,4,0.249441212,0.25466,39.9232,39.1044
IND,0,2,0.502135512,0.75417,118.7315,79.0527
IND,0,2,0.491380499,0.49241,77.8763,77.7133
Other-No Data,0,2,0.492072915,0.49439,193.8971,77.4197
IND,0,3,0.325529164,0.4965,78.3461,51.3672
IND,0,4,0.244477255,0.25787,40.9572,38.8291
Other-No Data,0,2,0.508648573,0.51157,193.8971,80.3268
IND,0,2,0.514842764,0.52299,1013.099,80.7777
IND,0,1,0.997987825,0.99798,156.2322,156.232
IND,0,3,0.333458832,0.50641,1013.099,99.8677
IND,0,2,0.496921812,0.92225,1013.099,116.869
IND,0,3,0.333849273,0.51087,79.8746,52.197
IND,0,2,0.494607224,0.49869,77.374,76.7392
IND,0,2,0.494214961,0.51877,238.7621,76.6561
IND,0,2,0.504079954,0.53818,83.7632,78.4545
IND,0,2,0.502535834,0.5266,81.9662,78.2193
IND,0,2,0.49948243,0.50477,238.7621,117.246
IND,0,3,0.332198648,0.50089,77.884,78.1152
IND,0,2,0.499770078,0.50559,117.9027,97.7283
IND,0,3,0.340879879,0.5156,238.7621,79.1424
IND,0,2,0.509296265,0.76142,120.3691,80.5121
IND,0,2,0.502720963,0.74473,117.3909,79.2429
IND,0,3,0.340714553,0.508,1013.099,52.9082
IND,0,3,0.336756914,0.50568,78.2595,52.1165
IND,0,4,0.253090644,0.51165,1013.099,39.573
RE,0,2,0.505509023,0.51167,80.638,79.6663
IND,0,2,0.505315518,0.50953,196.8292,159.13
IND,0,1,1.013328744,1.01333,1013.099,237.95
IND,0,2,0.506376481,0.5156,80.8681,79.4211
IND,0,3,0.338860924,0.50725,80.113,53.518
IND,0,4,0.253224839,0.26626,42.1791,40.1136
IND,0,4,0.250541808,0.26374,41.7168,39.6292
IND,0,3,0.338801488,0.50869,80.1263,53.3653
IND,0,4,0.252024936,0.26098,41.7389,40.3066
IND,0,1,0.995362235,0.99536,150.6639,150.664
IND,0,4,0.254271965,0.27246,41.1639,38.4149
IND,0,4,0.251555394,0.25871,41.3588,40.2144
IND,0,2,0.516311199,0.77843,163.4839,120.613
IND,0,5,0.202280434,0.26919,163.4839,63.7105
IND,0,3,0.334204774,0.50143,78.678,52.4384
IND,0,2,0.499736938,0.75363,116.3136,77.1274
IND,0,3,0.333079956,0.49743,78.7247,52.7139
IND,0,4,0.249098066,0.49753,78.745,39.425
IND,0,2,0.501385407,0.74747,116.8633,78.3886
IND,0,1,0.997619211,0.99762,159.6501,159.65
IND,0,1,1.004099261,1.0041,159.9495,159.95
IND,0,2,0.498729215,0.74959,119.3303,79.3943
IND,0,3,0.332110811,0.50147,81.8207,54.1872
IND,0,3,0.333363388,0.47791,78.4475,54.7196
IND,0,2,0.500092704,0.75115,120.7305,80.3784
IND,0,2,0.501040695,0.50218,80.7779,80.5943
IND,0,4,0.250053178,0.26427,43.9807,41.6146
IND,0,3,0.333425913,0.48117,81.7722,56.6634
IND,0,2,0.502451179,0.508,81.6563,80.7635
IND,0,2,0.499307243,0.50022,80.511,80.364
IND,0,4,0.24874433,0.25604,43.9732,42.7197
IND,0,3,0.333040406,0.50011,86.3322,57.4911
IND,0,3,0.334338543,0.47615,113.745,65.9151
IND,0,4,0.251168624,0.26385,42.0741,59.0307
IND,0,4,0.257316499,0.27352,186.5244,90.4566
IND,0,2,0.488815201,0.74352,186.5244,137.418
IND,0,3,0.337321653,0.47388,79.8453,56.836
IND,0,2,0.500421246,0.51399,82.1187,79.9493
RR,0,1,1.000018706,1.00002,4053.334,410.729
RR,0,1,1.011652286,1.01165,4053.334,410.729
IND,0,1,1.014196452,1.0142,171.2423,171.242
IND,0,2,0.499998752,0.50672,81.2117,245.97
IND,0,2,0.498932642,0.49988,79.43,79.279
IND,0,2,0.499966669,0.50044,79.5756,79.5002
IND,0,1,1,0.99999,158.6069,158.607
IND,0,2,0.499770997,0.95352,151.1469,79.2202
IND,0,3,0.337897353,0.49877,80.4772,107.266
IND,0,2,0.492047688,0.74625,162.139,120.66
IND,0,2,0.500314747,0.75204,121.858,81.0686
IND,0,4,0.24960263,0.25891,42.0584,40.5461
IND,0,3,0.33327831,0.50163,79.3161,52.6963
IND,0,2,0.504628096,0.50781,81.2504,80.7411
IND,0,4,0.247660271,0.50151,79.3086,39.1645
IND,0,3,0.333528764,0.49919,77.9918,52.1093
IND,0,3,0.332689765,0.49109,4053.334,52.5906
IND,0,3,0.333402108,0.49179,76.9912,52.1941
RR,0,2,0.499731453,0.50188,4053.334,97.4509
IND,0,3,0.33394988,0.50856,80.039,78.7219
IND,0,4,0.249116196,0.25483,40.0356,49.1277
IND,0,3,0.333400773,0.4949,78.2776,65.5979
IND,0,3,0.333887552,0.49222,78.3632,53.1559
IND,0,4,0.250463678,0.25984,4053.334,39.5943
RR,0,3,0.332752017,0.50322,4053.334,201.313
RR,0,3,0.336351242,0.52617,4053.334,200.691
RR,0,1,1.013067522,1.01307,4053.334,486.443
RR,0,1,1.020029982,1.02003,4053.334,486.443
IND,0,2,0.503977046,0.50639,242.9688,161.646
IND,0,1,1.011219601,1.01122,242.9688,242.969
RR,0,2,0.505254987,0.76396,4053.334,217.347
RR,0,2,0.504719496,0.75493,4053.334,217.913
RR,0,1,1.018809301,1.01881,4053.334,396.104
IND,0,1,1.00881986,1.00882,161.7336,161.734
IND,0,1,1.011243747,1.01125,163.3283,163.328
IND,0,1,1.018770287,1.01877,163.2048,163.205
RR,0,2,0.506153085,0.76773,4053.334,103.367
RR,0,4,0.252285449,0.26708,4053.334,71.7627
IND,0,3,0.341116242,0.62596,100.4471,54.738
IND,0,2,0.499487238,0.52941,87.9666,82.9943
IND,0,4,0.254434596,0.26569,44.0344,83.2004
IND,0,1,1.022584825,1.02258,203.8829,203.883
IND,0,2,0.504349583,0.58581,271.5799,172.424
IND,0,1,0.998461936,0.99846,271.5799,271.58
RR,0,1,0.998312924,0.99831,2002.135,157.995
IND,0,3,0.340001011,0.51033,244.1841,53.8039
IND,0,4,0.25079513,0.27325,46.3429,81.6745
IND,0,2,0.497929545,0.49818,83.253,103.281
IND,0,4,0.249195164,0.26894,127.581,69.9269
IND,0,3,0.334279546,0.50843,81.9617,93.8854
IND,0,1,1.000120958,1.00012,1298.935,401.74
RR,0,2,0.500464863,0.74487,2002.135,82.5743
IND,0,3,0.332711423,0.48171,1298.935,161.38
IND,0,1,0.99901671,0.99901,1298.935,401.74
RE,0,2,0.502041152,0.76603,166.7844,121.865
IND,0,3,0.333617121,0.50007,81.1769,54.1555
IND,0,2,0.501107981,0.76146,199.8809,119.084
IND,0,3,0.329732596,0.49443,199.8809,147.87
LBR,0,2,0.506791374,0.51143,9396.339,298.49
LBR,0,1,0.998395644,0.99839,9396.339,516.689
LBR,0,2,0.49335595,0.72181,9396.339,279.388
LBR,0,1,1.020412401,1.02041,9396.339,516.689
IND,0,2,0.5046956,0.52011,81.4691,79.0534
IND,0,3,0.337781418,0.48449,79.561,55.4681
IND,0,3,0.338656514,0.46034,73.2105,53.8579
IND,0,2,0.506439229,0.5108,199.1908,139.419
IND,0,2,0.497344786,0.74627,199.1908,119.261
IND,0,2,0.503789863,0.57399,1301.558,79.24
IND,0,3,0.334498011,0.50979,80.3354,52.7112
LBR,0,1,0.996330608,0.99632,1362.699,360.402
IND,0,1,1.001719728,1.00172,1298.935,236.178
IND,0,3,0.335653239,0.47756,1298.935,212.723
LBR,0,1,0.99242975,0.99242,1362.699,360.402
LBR,0,1,0.998875134,0.99887,9396.339,159.839
IND,0,1,1.00048754,1.00049,160.0651,160.065
IND,0,2,0.504785508,0.76679,122.3704,80.5567
IND,0,1,0.991397782,0.99139,158.2372,158.237
RR,0,1,1.002797358,1.00279,2002.135,611.084
RR,0,2,0.502512912,0.75511,2002.135,325.84
RR,0,1,0.998289399,0.99828,2002.135,611.084
RR,0,1,1.006608689,1.00661,2002.135,611.084
IND,0,1,1.02167444,1.02168,244.1841,163.425
IND,0,2,0.505039237,0.77329,122.9784,80.3174
IND,0,2,0.506169081,0.72178,115.2337,80.8105
RR,0,1,1.037305719,1.03731,2002.135,329.739
RR,0,1,1.037626674,1.03763,2002.135,329.739
IND,0,1,1.010686454,1.01069,162.7662,162.766
IND,0,1,1.013575305,1.01357,163.5866,163.587
IND,0,2,0.509270224,0.7406,118.1991,81.2781
IND,0,1,0.994896681,0.99489,280.2742,280.274
LBR,0,1,1.020324085,1.02033,1362.699,326.909
LBR,0,1,1.013446668,1.01345,1362.699,326.909
IND,0,2,0.500934521,0.75276,280.2742,160.222
LBR,0,1,1.012937072,1.01294,637.4978,637.498
LBR,0,1,1.028687295,1.02869,637.4978,637.498
LBR,0,1,0.984458426,0.98445,637.4978,637.498
LBR,0,1,0.988466443,0.98846,637.4978,637.498
LBR,0,2,0.507020071,0.76274,1362.699,199.676
IND,0,3,0.336175784,0.5048,78.4673,115.586
IND,0,3,0.337145848,0.52803,1301.558,103.784
LBR,0,3,0.331137114,0.50944,1362.699,147.061
IND,0,1,1.009691776,1.00969,176.7437,176.744
IND,0,2,0.503267889,0.73076,124.1307,85.4876
IND,0,1,1.000005905,1.00001,169.3624,169.362
IND,0,3,0.334279377,0.77983,122.3553,105.233
IND,0,1,0.999590332,0.99959,818.299,648.712
IND,0,1,0.992982878,0.99298,818.299,648.712
IND,0,1,1.02537598,1.02538,818.299,648.712
IND,0,1,1.019099923,1.0191,818.299,648.712
IND,0,4,0.25173087,0.27103,1301.558,39.3259
LBR,0,1,1.018901006,1.0189,1362.699,158.649
IND,0,1,1.00705418,1.00705,161.7471,161.747
IND,0,1,1.018454905,1.01846,818.299,169.587
RE,0,2,0.509314574,0.74694,15062.57,76.2011
IND,0,2,0.509282757,0.52868,254.7249,167.301
RE,0,2,0.503057569,0.73801,250.6633,191.544
IND,0,2,0.510824367,0.76423,254.7249,147.89
LBR,0,3,0.336255305,0.50587,9396.339,221.821
LBR,0,1,1.000751453,1.00075,9396.339,586.418
LBR,0,1,0.990484062,0.99048,9396.339,586.418
LBR,0,1,1.016557934,1.01656,9396.339,586.418
IND,0,4,0.250409787,0.25314,40.1231,80.7694
IND,0,2,0.511294348,0.52673,124.6782,121.678
IND,0,4,0.252905575,0.2613,39.8937,47.9477
IND,0,3,0.341086167,0.48483,73.4285,64.3615
LBR,0,2,0.50384792,0.77447,9396.339,153.497
LBR,0,1,0.998405425,0.9984,9396.339,271.446
IND,0,3,0.337493208,0.51002,76.0318,50.3118
IND,0,4,0.252361697,0.28925,42.6351,37.1966
IND,0,3,0.337676508,0.50273,76.4399,51.3427
IND,0,2,0.506355188,0.74552,116.7237,79.2775
IND,0,2,0.50732048,0.74453,812.566,91.8868
RE,0,2,0.50294387,0.77383,572.9104,88.9587
IND,0,3,0.336580302,0.52842,89.5954,57.0682
IND,0,2,0.509354778,0.74455,121.846,328.171
LBR,0,1,1.019157515,1.01916,9396.339,534.495
LBR,0,1,0.979801909,0.9798,9396.339,534.495
LBR,0,1,1.013730758,1.01373,9396.339,534.495
Other-No Data,0,4,0.252182046,0.26892,42.8403,92.8214
IND,0,1,0.997079563,0.99708,641.2548,213.66
IND,0,2,0.506474481,0.53657,177.2295,130.01
IND,0,3,0.334715133,0.52722,177.2295,98.3446
LBR,0,1,1.015209077,1.01521,1362.699,315.643
LBR,0,1,1.00429835,1.0043,1362.699,315.643
IND,0,1,0.98449748,0.98449,812.566,677.714
IND,0,1,1.008651719,1.00865,812.566,677.714
IND,0,1,1.022221815,1.02222,812.566,677.714
IND,0,1,1.026469557,1.02647,812.566,677.714
IND,0,4,0.250000613,0.26106,42.5947,82.0151
IND,0,3,0.329184174,0.82016,131.3651,79.2351
IND,0,4,0.255622913,0.28118,1301.558,47.731
IND,0,1,1.009315706,1.00931,1301.558,205.816
IND,0,2,0.50000258,0.73256,1298.935,156.668
IND,0,2,0.499998704,0.5026,77.5767,77.1743
IND,0,1,1,0.99999,157.56,157.56
IND,0,1,0.999974729,0.99997,1298.935,271.87
IND,0,2,0.504832347,0.51321,78.58,271.627
IND,0,1,1.00945358,1.00945,1301.558,464.674
IND,0,1,0.990444766,0.99044,1301.558,464.674
IND,0,2,0.495099328,0.51539,1301.558,268.092
IND,0,1,1.012427792,1.01243,1298.935,305.396
IND,0,1,1.012489548,1.01249,1298.935,305.396
IND,0,3,0.337480765,0.42811,67.0504,52.8559
IND,0,1,1.01221318,1.01221,1301.558,159.956
IND,0,2,0.509278799,0.51317,1298.935,83.1143
IND,0,4,0.255348043,0.2711,82.3795,156.975
LBR,0,1,1.016795425,1.01679,1761.702,431.402
LBR,0,1,0.993510581,0.99351,1761.702,431.402
LBR,0,3,0.328184135,0.49711,1761.702,196.018
IND,0,2,0.509554045,0.76826,236.2129,156.683
IND,0,2,0.502751193,0.75787,236.2129,274.61
IND,0,1,0.994386422,0.99438,238.7582,238.758
IND,0,3,0.337851879,0.5016,238.7582,106.817
LBR,0,1,1.012392409,1.01239,1761.702,480.577
LBR,0,1,1.01873881,1.01874,1761.702,480.577
LBR,0,1,1.006655035,1.00665,1761.702,480.577
LBR,0,2,0.512736076,0.76153,1761.702,229.052
LBR,0,3,0.334362441,0.68519,1761.702,155.865
LBR,0,1,1.005813647,1.00581,1761.702,377.173
IND,0,3,0.331670619,0.50731,641.2548,167.965
IND,0,2,0.505720524,0.75612,641.2548,233.561
IND,0,1,1.012937165,1.01294,641.2548,427.595
Other-No Data,0,2,0.499991646,0.51671,80.406,254
LBR,0,1,1.012226934,1.01223,1761.702,472.55
LBR,0,1,1.01267482,1.01268,1761.702,472.55
LBR,0,1,1.018198555,1.0182,1761.702,472.55
IND,1,2,0.509507829,0.51045,88.2203,88.0562
IND,1,2,0.498383924,0.5067,84.7507,83.3582
IND,1,2,0.500920736,0.50226,79.4799,79.2672
IND,1,3,0.33737591,0.49156,77.6927,53.3226
IND,1,2,0.501476169,0.50196,81.6105,81.5316
IND,1,4,0.250022,0.25494,41.1384,50.3574
IND,1,4,0.25036022,0.25702,41.1345,50.22
IND,1,4,0.476808017,0.90982,145.6191,76.3136
IND,1,3,0.334307422,0.49305,80.5995,54.6489
IND,1,3,0.329370864,0.49227,80.7115,54.002
IND,1,2,0.498580885,0.49987,80.3463,80.1389
IND,1,4,0.248565359,0.25049,40.2113,39.9018
IND,1,2,0.506131554,0.51973,85.1546,82.9251
IND,1,3,0.331658153,0.52215,87.0886,55.3166
IND,1,4,0.248529327,0.25211,39.5401,59.4143
IND,1,3,0.335842841,0.49649,79.4226,79.5025
IND,1,6,0.165869735,0.25503,40.7816,26.5234
IND,1,4,0.250154453,0.2624,41.1146,39.1947
IND,1,4,0.250213984,0.31368,50.0619,45.0253
IND,1,5,0.200505656,0.38175,61.1525,37.7397
IND,1,3,0.33289357,0.49391,79.0692,53.2916
IND,1,3,0.333856369,0.49107,78.6163,53.4474
IND,1,2,0.501348217,0.50947,81.283,79.9871
IND,1,2,0.503348524,0.52019,82.9884,80.3007
IND,1,4,0.250896288,0.25685,80.843,70.4573
IND,1,3,0.330623771,0.50423,82.0487,80.9562
IND,1,2,0.504573199,0.51826,83.4655,81.26
IND,1,3,0.33215559,0.51114,82.8663,67.7953
IND,1,3,0.335429456,0.4996,77.8047,52.2371
IND,1,4,0.250852316,0.26803,83.8706,58.8358
IND,1,3,0.330714522,0.5038,79.1967,78.4695
IND,1,3,0.335102721,0.50338,77.9434,51.8863
IND,1,3,0.34084146,0.52317,81.2245,52.917
IND,1,3,0.337046569,0.50041,77.971,52.5159
IND,1,4,0.253237231,0.39084,62.686,40.6152
IND,1,4,0.255990685,0.30949,49.8366,41.221
IND,1,4,0.256479029,0.39251,62.0932,60.4051
IND,1,3,0.333277648,0.49976,79.2772,67.7046
IND,1,3,0.341089335,0.50341,79.32,53.7434
IND,1,3,0.33265801,0.3859,60.6295,52.2639
IND,1,3,0.331840698,0.47166,74.0799,66.031
IND,1,4,0.248353354,0.34904,54.6578,55.4368
IND,1,4,0.251545064,0.36131,56.6615,44.3953
IND,1,4,0.244896208,0.35816,56.3345,38.5184
LBR,1,1,0.996049071,0.99605,2298.608,647.116
LBR,1,1,0.999155004,0.99915,2298.608,647.116
LBR,1,1,1.020390607,1.02039,2298.608,647.116
LBR,1,1,1.000548276,1.00055,2298.608,647.116
IND,1,4,0.250413854,0.26065,2298.608,39.6628
IND,1,3,0.332771648,0.39156,62.1368,65.9216
IND,1,4,0.251486624,0.51976,82.3202,49.2882
IND,1,3,0.32516638,0.48075,75.9935,51.3997
IND,1,4,0.250864256,0.3803,60.7037,52.9109
IND,1,3,0.333275626,0.51096,82.6418,60.6796
IND,1,3,0.332451385,0.40992,67.7516,54.9469
IND,1,3,0.333667643,0.50295,80.3381,66.5737
IND,1,3,0.331873956,0.39206,62.6584,53.039
IND,1,3,0.333237066,0.52778,87.3549,55.1544
IND,1,3,0.327665082,0.47346,77.1862,67.3388
IND,1,4,0.253204723,0.3683,58.9168,51.1934
IND,1,3,0.328758906,0.49798,79.1173,58.8506
IND,1,3,0.333064658,0.49784,79.0605,52.8919
IND,1,2,0.504258265,0.50638,80.8288,80.4892
IND,1,3,0.333469672,0.50105,79.9947,66.2241
IND,1,3,0.333125695,0.38803,62.4179,53.5856
IND,1,3,0.336280212,0.49924,80.681,54.3449
IND,1,3,0.334083583,0.50387,81.9137,54.3113
IND,1,2,0.497683624,0.5071,82.1172,80.5918
IND,1,4,0.184290811,0.25674,79.0798,38.4539
IND,1,3,0.335103554,0.50117,78.4039,52.4236
IND,1,3,0.33180801,0.49113,76.8159,64.5199
IND,1,4,0.247885404,0.25163,79.0798,58.4374
IND,1,3,0.333829114,0.37243,57.7682,51.7799
IND,1,3,0.424222866,0.5184,80.3986,65.7923
IND,1,2,0.49582737,0.50782,79.1197,77.2504
IND,1,3,0.336036065,0.43162,67.2597,52.3645
IND,1,4,0.248299864,0.34861,55.7939,48.2909
IND,1,4,0.254608039,0.35372,56.2639,49.6604
IND,1,3,0.344376201,0.41584,65.8107,60.898
IND,1,3,0.326155247,0.39727,63.2575,58.33
IND,1,4,0.255394317,0.3631,57.1753,40.2149
IND,1,4,0.252279972,0.38955,61.0999,54.3804
IND,1,3,0.335910134,0.50746,79.8242,66.5059
IND,1,5,0.200911211,0.3321,51.9727,43.2872
IND,1,5,0.204149843,0.33934,52.948,51.3915
IND,1,2,0.522527901,0.53643,84.5477,82.3552
IND,1,2,0.487643139,0.49547,78.4453,77.2061
IND,1,3,0.327935907,0.48335,76.8935,52.1687
IND,1,3,0.335609467,0.50084,79.3177,53.1498
IND,1,3,0.332534578,0.39659,64.745,54.2876
IND,1,4,0.248064331,0.51561,84.2545,40.5352
IND,1,2,0.506096895,0.50656,82.5294,82.4528
IND,1,2,0.497588661,0.50109,81.6684,81.097
IND,1,3,0.332678162,0.50251,80.2025,60.0312
IND,1,3,0.331431565,0.46812,74.6096,66.3913
IND,1,3,0.332357909,0.50285,79.7865,52.7339
IND,1,3,0.335361887,0.50319,79.9727,53.2994
IND,1,4,0.25019322,0.28148,44.8693,49.6951
IND,1,4,0.251389496,0.2954,68.5742,55.7999
IND,1,4,0.249536358,0.4922,80.8417,73.1736
IND,1,3,0.333596486,0.50006,79.8115,75.561
IND,1,3,0.333124451,0.48809,76.7223,59.674
IND,1,3,0.333385848,0.4974,81.4563,54.5966
IND,1,4,0.249517346,0.2737,44.8849,50.3259
IND,1,4,0.250908929,0.37913,59.6483,59.9679
IND,1,2,0.498081489,0.49923,78.4299,78.2491
IND,1,4,0.250226663,0.35533,55.2603,48.644
IND,1,3,0.334524411,0.39203,60.5299,64.5812
IND,1,2,0.499689115,0.49998,78.0012,77.9545
IND,1,3,0.33175403,0.49789,80.8229,53.8533
IND,1,2,0.498702683,0.50002,81.6347,81.4183
IND,1,2,0.497524119,0.50271,80.974,80.1382
IND,1,2,0.50381812,0.50597,81.2877,80.9409
IND,1,4,0.250703003,0.40674,64.2232,48.4971
IND,1,5,0.201719661,0.27466,43.4761,39.0955
IND,1,3,0.33445729,0.39369,62.5247,58.7425
IND,1,2,0.312059581,0.39901,63.1922,60.4573
IND,1,4,0.254929848,0.38529,60.1958,39.8282
IND,1,2,0.501129488,0.50163,85.8937,85.8074
IND,1,4,0.249462334,0.499,84.5964,45.1078
IND,1,4,0.249277725,0.42416,68.6798,54.3673
IND,1,4,0.250116681,0.26085,84.3104,51.028
IND,1,3,0.333290333,0.51647,84.8773,54.7726
IND,1,3,0.33474892,0.48406,78.3419,67.3099
IND,1,3,0.336397922,0.4997,79.3662,87.9732
IND,1,3,0.324878138,0.48542,77.1785,65.4919
IND,1,3,0.335105739,0.49807,81.4195,68.1591
IND,1,4,0.247262656,0.25191,41.6575,61.6233
IND,1,4,0.250567045,0.25296,2298.608,50.0363
IND,1,3,0.333927785,0.50397,80.1169,53.0845
IND,1,3,0.333289592,0.5087,85.6729,56.1303
IND,1,3,0.33030808,0.44296,74.9678,55.902
IND,1,2,0.504539872,0.50812,81.9178,81.34
IND,1,3,0.332697904,0.50056,80.6662,53.6146
IND,1,6,0.165156766,0.32077,54.4285,68.565
IND,1,3,0.333269078,0.5362,92.0722,63.2787
IND,1,4,0.253334879,0.38389,61.2815,48.7815
IND,1,2,0.504738453,0.50862,81.2782,80.6567
IND,1,2,0.500143311,0.52765,92.4163,87.597
IND,1,3,0.330709299,0.48376,88.4184,60.4444
IND,1,3,0.341064019,0.51489,78.2968,51.8639
IND,1,6,0.163196382,0.35112,56.1322,26.0889
IND,1,4,0.241174595,0.33595,53.7434,56.9141
IND,1,4,0.257790415,0.42125,60.7402,56.9071
IND,1,4,0.25380342,0.40599,57.0769,55.8596
IND,1,4,0.250853168,0.25415,55.1951,52.8386
IND,1,2,0.496816084,0.49752,79.8812,79.7673
IND,1,3,0.330154727,0.43478,69.8291,53.0245
IND,1,2,0.500195046,0.50766,81.4674,80.2687
IND,1,2,0.503012018,0.51285,82.2744,80.6951
IND,1,2,0.497614961,0.49894,81.1066,80.8898
IND,1,2,0.498408365,0.50915,82.2443,80.5089
IND,1,2,0.501450939,0.51889,83.6484,80.8369
IND,1,2,0.500233007,0.50118,81.3057,81.1514
IND,1,4,0.251380089,0.25862,41.2267,59.6976
IND,1,3,0.333015883,0.51009,81.8965,79.602
IND,1,3,0.334372401,0.49167,79.2124,53.8694
IND,1,3,0.333111056,0.50449,80.7244,53.3011
IND,1,2,0.506758219,0.50808,80.7661,80.5553
IND,1,3,0.333114276,0.49984,79.7865,53.1727
IND,1,4,0.249479557,0.2542,40.6875,39.9307
IND,1,4,0.250660495,0.25621,40.8477,39.9618
IND,1,4,0.249046387,0.49731,80.5462,40.3363
IND,1,2,0.503097934,0.50562,81.6724,81.2639
IND,1,3,0.330598736,0.49965,80.3896,67.1865
IND,1,4,0.252283634,0.26036,82.6713,50.858
IND,1,4,0.249819472,0.3846,62.1031,40.3386
IND,1,3,0.333331069,0.49383,79.956,53.9693
IND,1,2,0.501278261,0.50749,82.7397,81.7254
IND,1,3,0.332714166,0.54459,88.543,54.094
IND,1,2,0.500749184,0.50257,81.0357,80.7418
IND,1,4,0.249773667,0.25602,41.627,40.6112
IND,1,3,0.333463009,0.50664,82.4383,54.2591
IND,1,3,0.333388289,0.50199,80.9931,53.7892
IND,1,3,0.333114334,0.49544,80.0097,53.7952
IND,1,2,0.500362541,0.51017,81.6193,80.049
IND,1,4,0.250902441,0.26198,41.8331,40.0636
IND,1,3,0.33263523,0.50306,81.0696,53.6045
LBR,1,1,1.003162528,1.00316,2298.608,482.378
LBR,1,1,0.99008801,0.99009,2298.608,482.378
LBR,1,2,0.478656282,0.49996,2298.608,320.305
IND,1,2,0.520520535,0.53099,158.2329,320.305
IND,1,2,0.503291551,0.50372,80.8948,80.8251
IND,1,2,0.499336612,0.50121,80.3142,80.0127
IND,1,4,0.248614858,0.26097,82.2619,59.7939
IND,1,3,0.333318172,0.50192,80.5588,80.7937
IND,1,3,0.334093234,0.5112,81.468,53.2421
IND,1,3,0.334303151,0.41986,57.3773,56.4445
IND,1,3,0.330160965,0.51582,69.2514,54.7596
IND,1,4,0.249725478,0.50409,80.4277,39.8437
IND,1,2,0.500167107,0.50037,79.6485,79.6161
IND,1,4,0.310331628,0.46658,61.554,40.9405
IND,1,2,0.380426334,0.43866,57.0019,49.4345
IND,1,4,0.249825525,0.37604,59.8098,39.7345
IND,1,3,0.333342555,0.49407,78.5807,53.0168
IND,1,3,0.333205893,0.50808,80.6669,52.9021
IND,1,3,0.333564886,0.51866,82.2803,52.9164
IND,1,3,0.333340046,0.49415,78.5244,52.9704
IND,1,3,0.308574478,0.36851,59.0386,49.4361
IND,1,3,0.352437601,0.36197,57.9955,56.4672
IND,1,3,0.355130372,0.36362,58.0982,56.7406
IND,1,3,0.309176207,0.38309,61.2037,49.3943
