row.names,state,st,county,long,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,Y86,Y87,Y88,Y89,Y90,Y91,Y92,Y93,Y94,Y95,Y96,ACRES,SAW,XERIC,HYDRIC,MAXTF,PRCPF,MAXTW,PRCPW,MAXTSP,PRCPSP,MAXTSU,PRCPSU,LNELEV,NATFOR,PHAT,YneighB.1,YneighB.2,YneighB.3,YneighB.4,YneighB.5,YneighB.6,YneighB.7,YneighB.8,YneighB.9,YneighB.10,YneighB.11,YneighB.12,YneighB.13,YneighB.14,YneighB.15,YneighB.16,YneighB.17,YneighB.18,YneighB.19,YneighB.20,YneighB.21,YneighB.22,YneighB.23,YneighB.24,YneighB.25,YneighB.26,YneighB.27,YneighB.28,YneighB.29,YneighB.30,YneighB.31,YneighB.111,YneighB.222,YneighB.33,YneighB.44,YneighB.55,YneighB.66,YneighB.77,YneighB.88,YneighB.99,YneighB.1010,YneighB.1111,YneighB.1212,YneighB.1313,YneighB.1414,YneighB.1515,YneighB.1616,YneighB.1717,YneighB.1818,YneighB.1919,YneighB.2020,YneighB.2121,YneighB.2222,YneighB.2323,YneighB.2424,YneighB.2525,YneighB.2626,YneighB.2727,YneighB.2828,YneighB.2929,YneighB.3030,YneighB.3131
1,North Carolina,37,  1,-79.3984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78419e5, 35.3,  0  ,  3.3,71.7648,3.2737,50.7222,3.5377,70.5576,3.7577,87.4196,4.273 ,6.4249,  0  ,0.0968,0,0,1,1,1,1,0,1,3,1,0,0,3,3,5,5,5,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,1,3,1,0,0,3,3,5,5,5,1,0,0,1,0,0,0,0,0,0,0,2,0,0
2,North Carolina,37,  3,-81.177 ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68538e5, 32.4, 20  ,  0  ,70.1011,3.6854,49.8533,3.7589,69.2598,4.1728,85.2511,4.2512,7.0397,  0  ,0.1613,0,0,0,0,2,1,2,0,1,1,0,1,3,3,4,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,1,1,0,1,3,3,4,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3,North Carolina,37,  5,-81.1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50093e5,  1.3, 20.6,  0  ,63.6978,4.0714,44.6833,3.422 ,63.225 ,4.3113,78.9174,4.2815,7.9692,  0  ,0     ,0,0,0,0,1,1,1,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,North Carolina,37,  7,-80.1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43834e5,163.8,  0  ,  0  ,73.5   ,3.6258,53.9089,4.0308,72.7935,3.7593,87.7478,4.5892,5.7236,  0  ,0     ,0,0,2,1,1,0,0,0,0,1,0,0,2,2,2,3,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,2,2,2,3,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0
5,North Carolina,37,  9,-81.5017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72742e5,  5.1, 18  ,  0  ,63.6978,4.0714,44.6833,3.422 ,63.225 ,4.3113,78.9174,4.2815,7.9541,  0.3,0     ,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,North Carolina,37, 11,-81.9231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58125e5,  0  , 19.4,  0  ,59.9989,5.4485,40.4456,4.613 ,58.1304,5.905 ,74.387 ,5.7237,8.4141, 27.8,0.0323,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7,North Carolina,37, 13,-76.8448,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12979e5,211.9,  0  , 13.5,74.3286,3.4536,54.3389,3.5468,72.4239,3.8705,87.7511,5.1142,2.6391,  0  ,0.2258,0,0,0,0,0,1,0,1,1,2,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,North Carolina,37, 15,-76.963 ,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.71379e5,126.4,  0  , 23.1,74.3286,3.4536,54.3389,3.5468,72.4239,3.8705,87.7511,5.1142,3.9318,  0  ,0.1613,0,0,0,0,2,3,1,2,0,2,3,0,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,0,2,3,0,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,North Carolina,37, 17,-78.5559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68205e5,133.9, 38.2, 75.8,75.3978,3.0265,57.3567,3.4883,74.8272,3.6304,87.7185,5.3501,3.8642,  0  ,0.0645,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,North Carolina,37, 19,-78.2214,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71514e5,102.5, 40.5,107  ,75.8319,3.6032,57.7144,3.7344,73.4609,3.7262,87.9859,7.0312,3.3202,  0  ,0.0968,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,North Carolina,37, 21,-82.5303,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22483e5, 25.7, 81.5,  0  ,67.6341,2.9612,48.2911,2.8229,66.9283,3.5243,82.8174,3.3205,7.7665, 30.1,0.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12,North Carolina,37, 23,-81.7055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29696e5, 47.3, 27  ,  0  ,71.0352,3.9575,51.1311,3.9142,70.6429,4.3349,86.1668,4.4197,7.0684, 36.8,0.0968,0,0,0,1,1,0,0,0,0,1,1,0,1,3,4,4,6,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,3,4,4,6,0,0,2,0,0,0,0,0,0,0,0,1,1,0
13,North Carolina,37, 25,-80.5506,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2.33312e5, 41  ,  0  ,  0  ,73.5637,3.5198,52.4156,3.6676,72.225 ,3.8083,88.6196,4.2302,6.5737,  0  ,0.4839,0,0,3,3,1,1,1,0,1,3,1,1,4,4,3,4,4,0,0,3,2,0,0,0,0,0,2,3,0,0,0,0,0,3,3,1,1,1,0,1,3,1,1,4,4,3,4,4,0,0,3,2,0,0,0,0,0,2,3,0,0,0
14,North Carolina,37, 27,-81.5467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.03661e5, 25.2, 64.2,  0  ,72.0044,3.917 ,52.2467,3.7186,71.6576,4.2085,86.4152,4.4635,7.0472, 49.3,0.129 ,0,0,0,0,1,0,1,0,0,0,0,0,3,4,5,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,4,5,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,North Carolina,37, 29,-76.1626,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.0377e5 , 31  ,  0  , 34.3,72.9626,3.6408,53.0244,3.6562,69.9946,3.7813,86.388 ,5.1459,2.1972,  0  ,0.0968,1,0,0,0,0,1,0,0,0,1,1,0,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,North Carolina,37, 31,-76.5044,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73626e5,110.7,  0  , 54.1,74.733 ,3.7585,55.9422,4.0678,72.6598,3.9077,86.9837,6.3302,2.3026, 44.1,0.0968,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,North Carolina,37, 33,-79.335 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74182e5, 89.2,  0  ,  0  ,71.7648,3.2512,50.7222,3.5549,70.5576,3.6945,87.4196,4.1124,6.4862,  0  ,0.129 ,0,0,0,0,1,0,0,1,2,0,0,0,2,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
18,North Carolina,37, 35,-81.2144,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.64422e5, 24  ,  0  ,  3.1,70.1011,3.6854,49.8533,3.7589,69.2598,4.1728,85.2511,4.2512,6.794 ,  0  ,0.1935,0,0,1,0,2,1,1,0,1,2,0,1,4,4,6,6,6,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,1,0,1,2,0,1,4,4,6,6,6,0,0,1,1,0,0,0,0,0,1,0,1,0,0
19,North Carolina,37, 37,-79.2579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.53606e5,165.5,  0  ,  3.1,72.0637,3.5057,51.2633,3.765 ,70.2587,4.0393,86.4543,4.5062,6.002 ,  0  ,0.129 ,0,0,0,0,1,0,0,1,3,0,0,0,2,3,5,5,6,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,3,0,0,0,2,3,5,5,6,2,0,0,0,0,0,0,0,0,0,0,2,0,0
20,North Carolina,37, 39,-84.0639,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.98707e5, 64.5,121.5,  0  ,70.4676,3.9159,50.3761,5.4925,69.0087,5.3214,84.35  ,4.9602,7.436 , 92  ,0.3226,0,0,0,0,0,0,0,0,1,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2
21,North Carolina,37, 41,-76.6022,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.54784e5, 37.3,  0  ,  5.4,72.9626,3.6408,53.0244,3.6562,69.9946,3.7813,86.388 ,5.1459,3.0445,  0  ,0.2903,1,0,0,1,2,4,1,1,0,3,5,0,4,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,1,1,0,3,5,0,4,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,North Carolina,37, 43,-83.7558,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.41126e5, 44.4, 45  ,  4.5,70.1011,4.171 ,50.1811,5.9969,68.7609,5.6184,83.8152,5.0567,6.8035, 58.6,0.2581,0,0,0,0,0,0,0,1,2,3,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,1,2,3,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,1
23,North Carolina,37, 45,-81.556 ,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2.9977e5 , 39.8, 13.9,  0  ,71.8352,3.8177,51.6122,4.2618,70.8935,4.4511,86.4163,4.4102,6.9285,  0  ,0.4516,0,0,1,1,1,0,0,0,0,2,1,0,2,3,3,3,3,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,2,1,0,2,3,3,3,3,0,0,2,0,0,0,0,0,0,1,0,0,1,0
24,North Carolina,37, 47,-78.6652,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09882e5,257.2,  0  , 85.6,75.6308,3.3201,56.6878,3.5706,74.4272,4.0105,88.3174,5.3361,4.2627,  0  ,0.0968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,North Carolina,37, 49,-77.0821,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87213e5,177.4,  0  , 88.3,74.733 ,3.7585,55.9422,4.0678,72.6598,3.9077,86.9837,6.3302,2.8332, 45  ,0.2258,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,North Carolina,37, 51,-78.8287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21414e5,128.9, 53  , 51.4,74.1962,3.1966,53.9411,3.4972,72.4429,3.6043,88.4973,5.0952,5.0689,  0  ,0.0645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,North Carolina,37, 53,-75.9439,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.81082e5, 43.7,  0  , 32.2,72.9626,3.6408,53.0244,3.6562,69.9946,3.7813,86.388 ,5.1459,2.1972,  0  ,0.0968,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,North Carolina,37, 55,-75.727 ,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00602e5, 89.2,  2.6,134.4,72.4967,5.0723,54.3233,4.6711,66.9989,3.9314,83.462 ,5.0433,2.615 ,  0  ,0.1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,North Carolina,37, 57,-80.2121,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,3.62611e5, 33.7,  0  ,  0  ,69.9978,3.3319,49.1533,3.2821,69.225 ,3.5341,85.6522,4.0695,6.6563,  1  ,0.4839,0,0,3,4,3,4,3,0,2,4,0,2,4,4,4,4,4,0,0,1,4,0,0,0,0,0,2,4,2,0,0,0,0,3,4,3,4,3,0,2,4,0,2,4,4,4,4,4,0,0,1,4,0,0,0,0,0,2,4,2,0,0
30,North Carolina,37, 59,-80.5427,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1.70797e5, 18.2,  2.7,  0  ,72.1692,3.5667,50.9711,3.5932,71.5576,3.9515,87.2859,3.9204,6.6884,  0  ,0.5161,0,0,2,4,4,5,5,0,2,5,0,3,5,5,5,5,5,0,0,1,5,0,0,0,0,0,1,4,0,0,0,0,0,2,4,4,5,5,0,2,5,0,3,5,5,5,5,5,0,0,1,5,0,0,0,0,0,1,4,0,0,0
31,North Carolina,37, 61,-77.935 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24429e5,115.1,  0  , 48.6,74.3297,3.5026,53.68  ,3.9438,72.2924,3.8997,88.3522,5.2707,4.7095,  0  ,0.0968,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,North Carolina,37, 63,-78.8749,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.91066e5, 78.1,  0  ,  0  ,71.8319,3.3589,51.3256,3.4517,70.7565,3.8235,86.5837,4.0337,6.1654,  0  ,0.2581,0,0,0,0,1,1,1,2,4,0,0,0,3,4,5,6,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,2,4,0,0,0,3,4,5,6,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0
33,North Carolina,37, 65,-77.5964,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3.23642e5, 54.6,  0  , 16.5,73.7297,3.253 ,52.9289,3.5926,71.8576,3.7237,88.15  ,4.1395,4.2973,  0  ,0.129 ,0,0,0,1,0,0,0,1,1,2,1,0,0,3,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,3,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,North Carolina,37, 67,-80.2569,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.64909e5, 45.2,  0  ,  3.6,72.1692,3.5667,50.9711,3.5932,71.5576,3.9515,87.2859,3.9204,6.868 ,  0  ,0.4194,0,0,4,4,4,5,4,0,1,4,0,1,5,4,5,5,4,0,0,0,4,0,0,0,0,0,2,3,1,0,0,0,0,4,4,4,5,4,0,1,4,0,1,5,4,5,5,4,0,0,0,4,0,0,0,0,0,2,3,1,0,0
35,North Carolina,37, 69,-78.2844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.16755e5,125.4,  0  ,  7.9,72.7319,3.3722,51.3256,3.6552,71.5576,3.848 ,87.8848,4.2165,5.7636,  0  ,0.129 ,0,0,0,3,0,2,3,2,3,0,0,0,2,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,3,2,3,0,0,0,2,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,North Carolina,37, 71,-81.1814,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.3289e5 , 69  ,  0  ,  0  ,71.8352,3.3768,51.6122,3.7613,70.8935,3.873 ,86.4163,3.7654,6.4862,  0  ,0.3226,0,0,1,2,2,1,1,0,1,2,1,0,4,4,4,4,4,0,0,2,1,0,0,0,0,0,1,1,1,1,0,0,0,1,2,2,1,1,0,1,2,1,0,4,4,4,4,4,0,0,2,1,0,0,0,0,0,1,1,1,1,0
37,North Carolina,37, 73,-76.703 ,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.21088e5, 67.4,  0  , 38.5,72.9626,3.6408,53.0244,3.6562,69.9946,3.7813,86.388 ,5.1459,0     ,  0  ,0.2581,0,0,0,0,2,3,1,2,0,2,3,0,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,0,2,3,0,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,North Carolina,37, 75,-83.8328,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1.93018e5, 24.5, 62.1,  0  ,70.8352,3.9244,51.3567,5.1072,70.8554,5.3815,85.0478,5.4818,7.3486, 97.8,0.3226,0,0,0,0,0,0,0,1,1,4,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,1,1,4,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,4,1
39,North Carolina,37, 77,-78.6565,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.43744e5,135.4,  0  ,  6.9,71.2637,3.4721,49.8911,3.4966,69.9913,3.5298,86.5522,4.2923,6.0603,  0  ,0.3226,0,0,0,2,0,1,2,3,3,0,0,0,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,2,3,3,0,0,0,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0
